filename,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
text420,0.066176471,0.531862745,0.029411765,0.078431373,0.029411765,0.022058824,0.137254902,0.026960784,0.036764706,0.041666667
text1023,0.06614786,0.035019455,0.031128405,0.035019455,0.089494163,0.023346304,0.035019455,0.206225681,0.046692607,0.431906615
text578,0.066059226,0.013667426,0.018223235,0.104783599,0.045558087,0.01594533,0.013667426,0.025056948,0.038724374,0.658314351
text172,0.066037736,0.492924528,0.018867925,0.047169811,0.101415094,0.035377358,0.063679245,0.04245283,0.108490566,0.023584906
text672,0.065989848,0.121827411,0.223350254,0.096446701,0.07106599,0.065989848,0.055837563,0.137055838,0.076142132,0.086294416
text732,0.065822785,0.030379747,0.035443038,0.136708861,0.04556962,0.025316456,0.035443038,0.027848101,0.025316456,0.572151899
text5,0.0657277,0.103286385,0.03286385,0.016431925,0.084507042,0.025821596,0.420187793,0.058685446,0.171361502,0.021126761
text423,0.065693431,0.580291971,0.03649635,0.062043796,0.04379562,0.040145985,0.032846715,0.03649635,0.062043796,0.040145985
text75,0.065625,0.0875,0.0640625,0.05625,0.5265625,0.065625,0.01875,0.028125,0.034375,0.053125
text146,0.065449011,0.01369863,0.03348554,0.179604262,0.168949772,0.051750381,0.03196347,0.076103501,0.02130898,0.357686454
text290,0.065176909,0.152700186,0.108007449,0.176908752,0.132216015,0.072625698,0.115456238,0.074487896,0.039106145,0.063314711
text435,0.065088757,0.032544379,0.026627219,0.461538462,0.029585799,0.035502959,0.059171598,0.026627219,0.023668639,0.23964497
text1141,0.06504065,0.056910569,0.048780488,0.048780488,0.113821138,0.219512195,0.056910569,0.113821138,0.211382114,0.06504065
text83,0.064935065,0.064935065,0.071428571,0.045454545,0.090909091,0.077922078,0.051948052,0.188311688,0.266233766,0.077922078
text1065,0.064814815,0.111111111,0.032407407,0.199074074,0.083333333,0.027777778,0.069444444,0.328703704,0.060185185,0.023148148
text115,0.064748201,0.026378897,0.06235012,0.028776978,0.45323741,0.122302158,0.03117506,0.095923261,0.045563549,0.069544365
text592,0.064718163,0.089770355,0.121085595,0.060542797,0.016701461,0.098121086,0.029227557,0.098121086,0.39874739,0.022964509
text1066,0.064631957,0.017953321,0.041292639,0.145421903,0.170556553,0.046678636,0.283662478,0.019748654,0.073608618,0.136445242
text1098,0.064606742,0.050561798,0.04494382,0.033707865,0.382022472,0.036516854,0.02247191,0.255617978,0.039325843,0.070224719
text437,0.064516129,0.069124424,0.02764977,0.543778802,0.036866359,0.041474654,0.073732719,0.041474654,0.032258065,0.069124424
text27,0.064516129,0.027164686,0.056027165,0.037351443,0.134125637,0.337860781,0.027164686,0.14770798,0.144312394,0.0237691
text76,0.064308682,0.051446945,0.077170418,0.051446945,0.327974277,0.254019293,0.051446945,0.057877814,0.035369775,0.028938907
text1028,0.064073227,0.068649886,0.034324943,0.04576659,0.340961098,0.022883295,0.025171625,0.210526316,0.04576659,0.14187643
text823,0.06401766,0.088300221,0.110375276,0.037527594,0.024282561,0.048565121,0.024282561,0.037527594,0.450331126,0.114790287
text1114,0.063938619,0.191815857,0.023017903,0.025575448,0.035805627,0.066496164,0.37084399,0.117647059,0.061381074,0.043478261
text617,0.063882064,0.095823096,0.046683047,0.417690418,0.095823096,0.01965602,0.061425061,0.034398034,0.034398034,0.13022113
text411,0.063829787,0.080851064,0.021276596,0.634042553,0.034042553,0.029787234,0.034042553,0.021276596,0.034042553,0.046808511
text533,0.063694268,0.044585987,0.022292994,0.449044586,0.035031847,0.022292994,0.031847134,0.025477707,0.038216561,0.267515924
text1272,0.063551402,0.257943925,0.054205607,0.029906542,0.074766355,0.059813084,0.026168224,0.347663551,0.031775701,0.054205607
text611,0.063535912,0.091160221,0.019337017,0.654696133,0.019337017,0.041436464,0.024861878,0.033149171,0.022099448,0.03038674
text821,0.063197026,0.044609665,0.089219331,0.208178439,0.040892193,0.037174721,0.033457249,0.040892193,0.249070632,0.19330855
text1039,0.063157895,0.121052632,0.047368421,0.042105263,0.084210526,0.042105263,0.484210526,0.036842105,0.031578947,0.047368421
text501,0.063063063,0.135135135,0.072072072,0.243243243,0.063063063,0.063063063,0.081081081,0.162162162,0.063063063,0.054054054
text443,0.062893082,0.025157233,0.025157233,0.547169811,0.034591195,0.018867925,0.022012579,0.044025157,0.022012579,0.198113208
text1165,0.062801932,0.060386473,0.072463768,0.028985507,0.321256039,0.118357488,0.048309179,0.077294686,0.164251208,0.04589372
text23,0.0625,0.1375,0.1,0.08125,0.11875,0.0375,0.05,0.20625,0.1375,0.06875
text446,0.062355658,0.016166282,0.016166282,0.632794457,0.023094688,0.016166282,0.131639723,0.03926097,0.020785219,0.041570439
text1032,0.061797753,0.028089888,0.04494382,0.174157303,0.033707865,0.056179775,0.039325843,0.078651685,0.039325843,0.443820225
text1297,0.061576355,0.502463054,0.041871921,0.04679803,0.056650246,0.056650246,0.064039409,0.081280788,0.022167488,0.066502463
text1231,0.061538462,0.030769231,0.033333333,0.043589744,0.064102564,0.171794872,0.043589744,0.112820513,0.397435897,0.041025641
text715,0.061403509,0.061403509,0.131578947,0.105263158,0.140350877,0.087719298,0.070175439,0.219298246,0.043859649,0.078947368
text121,0.061262959,0.015080113,0.030160226,0.008482564,0.282752121,0.472196041,0.040527804,0.035815269,0.016965127,0.036757776
text156,0.06122449,0.102040816,0.068027211,0.054421769,0.12244898,0.068027211,0.074829932,0.081632653,0.095238095,0.272108844
text921,0.061135371,0.27510917,0.032751092,0.414847162,0.037117904,0.019650655,0.058951965,0.019650655,0.015283843,0.065502183
text1368,0.061128527,0.352664577,0.078369906,0.048589342,0.081504702,0.056426332,0.05799373,0.097178683,0.05015674,0.115987461
text43,0.060941828,0.235457064,0.027700831,0.033240997,0.12465374,0.038781163,0.16066482,0.127423823,0.141274238,0.049861496
text103,0.060913706,0.025380711,0.040609137,0.020304569,0.342639594,0.02284264,0.032994924,0.241116751,0.025380711,0.187817259
text1306,0.060869565,0.043478261,0.034782609,0.234782609,0.169565217,0.12173913,0.043478261,0.156521739,0.056521739,0.07826087
text1068,0.060747664,0.037383178,0.028037383,0.098130841,0.060747664,0.070093458,0.107476636,0.172897196,0.042056075,0.322429907
text124,0.060714286,0.028571429,0.064285714,0.028571429,0.153571429,0.253571429,0.057142857,0.221428571,0.078571429,0.053571429
text388,0.06044905,0.184801382,0.022452504,0.528497409,0.03626943,0.013816926,0.051813472,0.031088083,0.037996546,0.032815199
text744,0.060402685,0.026845638,0.026845638,0.026845638,0.026845638,0.020134228,0.137583893,0.070469799,0.060402685,0.543624161
text928,0.060344828,0.031034483,0.337931034,0.027586207,0.234482759,0.094827586,0.029310345,0.056896552,0.106896552,0.020689655
text976,0.060200669,0.528428094,0.026755853,0.063545151,0.050167224,0.030100334,0.130434783,0.026755853,0.033444816,0.050167224
text1002,0.060085837,0.223175966,0.038626609,0.094420601,0.060085837,0.038626609,0.090128755,0.270386266,0.072961373,0.051502146
text1414,0.059936909,0.176656151,0.070977918,0.033123028,0.047318612,0.094637224,0.394321767,0.025236593,0.077287066,0.020504732
text1345,0.059895833,0.388020833,0.026041667,0.075520833,0.106770833,0.028645833,0.0390625,0.0625,0.036458333,0.177083333
text1326,0.059866962,0.157427938,0.013303769,0.090909091,0.022172949,0.028824834,0.059866962,0.392461197,0.101995565,0.073170732
text945,0.05982906,0.048433048,0.133903134,0.071225071,0.037037037,0.054131054,0.071225071,0.045584046,0.452991453,0.025641026
text407,0.059701493,0.052238806,0.082089552,0.03358209,0.03358209,0.059701493,0.182835821,0.059701493,0.406716418,0.029850746
text1312,0.059602649,0.322295806,0.017660044,0.165562914,0.227373068,0.01986755,0.052980132,0.017660044,0.015452539,0.101545254
text1246,0.059504132,0.282644628,0.024793388,0.332231405,0.033057851,0.028099174,0.052892562,0.056198347,0.036363636,0.094214876
text12,0.059459459,0.149034749,0.028571429,0.011583012,0.205405405,0.180694981,0.092664093,0.193050193,0.074131274,0.005405405
text752,0.059440559,0.048951049,0.13986014,0.027972028,0.027972028,0.034965035,0.192307692,0.111888112,0.276223776,0.08041958
text813,0.059405941,0.02970297,0.02640264,0.059405941,0.03960396,0.01980198,0.075907591,0.03630363,0.02310231,0.630363036
text1268,0.059238364,0.029619182,0.021156559,0.341325811,0.046544429,0.018335684,0.031029619,0.04090268,0.042313117,0.369534556
text880,0.058962264,0.497641509,0.037735849,0.056603774,0.035377358,0.018867925,0.214622642,0.028301887,0.023584906,0.028301887
text231,0.058823529,0.014198783,0.030425963,0.036511156,0.281947262,0.06693712,0.032454361,0.093306288,0.026369168,0.359026369
text471,0.058651026,0.093841642,0.017595308,0.653958944,0.035190616,0.026392962,0.029325513,0.017595308,0.014662757,0.052785924
text39,0.058616647,0.024032825,0.013481829,0.060961313,0.166471278,0.058616647,0.022274326,0.031066823,0.036928488,0.527549824
text1133,0.058614565,0.081705151,0.039076377,0.03374778,0.069271758,0.104795737,0.021314387,0.028419183,0.522202487,0.040852575
text143,0.058355438,0.015915119,0.061007958,0.029177719,0.514588859,0.169761273,0.015915119,0.042440318,0.061007958,0.031830239
text1314,0.058047493,0.047493404,0.029023747,0.023746702,0.021108179,0.084432718,0.269129288,0.361477573,0.058047493,0.047493404
text223,0.057894737,0.084210526,0.321052632,0.028947368,0.197368421,0.034210526,0.021052632,0.178947368,0.047368421,0.028947368
text393,0.057534247,0.265753425,0.030136986,0.350684932,0.049315068,0.019178082,0.038356164,0.021917808,0.043835616,0.123287671
text230,0.057471264,0.04137931,0.025287356,0.501149425,0.027586207,0.032183908,0.135632184,0.020689655,0.034482759,0.124137931
text943,0.057395143,0.048565121,0.072847682,0.026490066,0.057395143,0.119205298,0.08388521,0.123620309,0.333333333,0.077262693
text1406,0.057228916,0.024096386,0.06626506,0.030120482,0.259036145,0.018072289,0.045180723,0.030120482,0.036144578,0.43373494
text527,0.057142857,0.057142857,0.061904762,0.047619048,0.052380952,0.1,0.047619048,0.314285714,0.19047619,0.071428571
text51,0.057082452,0.029598309,0.021141649,0.014799154,0.181818182,0.260042283,0.076109937,0.221987315,0.11205074,0.025369979
text78,0.057077626,0.150684932,0.068493151,0.114155251,0.050228311,0.025114155,0.059360731,0.143835616,0.292237443,0.038812785
text974,0.056994819,0.564766839,0.025906736,0.033678756,0.041450777,0.067357513,0.095854922,0.033678756,0.033678756,0.046632124
text1416,0.056672761,0.141681901,0.127056673,0.014625229,0.491773309,0.02833638,0.023765996,0.024680073,0.042961609,0.048446069
text492,0.056603774,0.19245283,0.098113208,0.041509434,0.071698113,0.079245283,0.086792453,0.064150943,0.260377358,0.049056604
text926,0.056410256,0.046153846,0.020512821,0.033333333,0.038461538,0.053846154,0.051282051,0.058974359,0.041025641,0.6
text250,0.056318681,0.287087912,0.108516484,0.035714286,0.148351648,0.063186813,0.016483516,0.050824176,0.193681319,0.039835165
text535,0.056122449,0.033163265,0.022959184,0.543367347,0.038265306,0.033163265,0.170918367,0.030612245,0.020408163,0.051020408
text70,0.056074766,0.060747664,0.158878505,0.037383178,0.26635514,0.163551402,0.046728972,0.070093458,0.074766355,0.065420561
text1377,0.056010929,0.017759563,0.013661202,0.013661202,0.032786885,0.774590164,0.015027322,0.025956284,0.023224044,0.027322404
text1289,0.055876686,0.04238921,0.140655106,0.069364162,0.394990366,0.02504817,0.057803468,0.013487476,0.075144509,0.125240848
text386,0.055865922,0.117318436,0.01396648,0.561452514,0.036312849,0.030726257,0.106145251,0.025139665,0.033519553,0.019553073
text659,0.055865922,0.039106145,0.025139665,0.491620112,0.022346369,0.019553073,0.039106145,0.030726257,0.025139665,0.251396648
text1393,0.055776892,0.517928287,0.03187251,0.03187251,0.023904382,0.041832669,0.175298805,0.061752988,0.025896414,0.033864542
text479,0.055718475,0.586510264,0.035190616,0.126099707,0.032258065,0.023460411,0.070381232,0.014662757,0.020527859,0.035190616
text1412,0.055555556,0.05,0.055555556,0.066666667,0.344444444,0.033333333,0.038888889,0.055555556,0.166666667,0.133333333
text500,0.055393586,0.367346939,0.017492711,0.297376093,0.029154519,0.020408163,0.072886297,0.026239067,0.058309038,0.055393586
text806,0.055363322,0.034602076,0.020761246,0.705882353,0.038062284,0.038062284,0.034602076,0.020761246,0.027681661,0.024221453
text1033,0.055205047,0.096214511,0.03785489,0.061514196,0.052050473,0.033123028,0.561514196,0.042586751,0.036277603,0.023659306
text1110,0.055155875,0.083932854,0.071942446,0.019184652,0.050359712,0.038369305,0.220623501,0.112709832,0.321342926,0.026378897
text571,0.055155875,0.023980815,0.016786571,0.086330935,0.021582734,0.033573141,0.026378897,0.033573141,0.019184652,0.683453237
text1362,0.054878049,0.020325203,0.054878049,0.06097561,0.018292683,0.042682927,0.030487805,0.036585366,0.073170732,0.607723577
text1126,0.05483871,0.574193548,0.051612903,0.041935484,0.048387097,0.032258065,0.058064516,0.029032258,0.070967742,0.038709677
text794,0.0546875,0.140625,0.05859375,0.0390625,0.03515625,0.02734375,0.5546875,0.03515625,0.0234375,0.03125
text695,0.054669704,0.164009112,0.061503417,0.050113895,0.061503417,0.06833713,0.020501139,0.410022779,0.025056948,0.08428246
text721,0.054607509,0.167235495,0.034129693,0.068259386,0.044368601,0.040955631,0.051194539,0.450511945,0.030716724,0.058020478
text1111,0.054545455,0.045454545,0.054545455,0.063636364,0.081818182,0.063636364,0.072727273,0.181818182,0.218181818,0.163636364
text1224,0.054187192,0.016420361,0.022988506,0.027914614,0.091954023,0.091954023,0.586206897,0.044334975,0.05090312,0.013136289
text1205,0.053968254,0.057142857,0.025396825,0.123809524,0.041269841,0.015873016,0.549206349,0.063492063,0.028571429,0.041269841
text449,0.053658537,0.043902439,0.048780488,0.52195122,0.03902439,0.034146341,0.053658537,0.034146341,0.029268293,0.141463415
text482,0.053619303,0.064343164,0.042895442,0.214477212,0.045576408,0.029490617,0.329758713,0.021447721,0.032171582,0.166219839
text64,0.053598775,0.053598775,0.272588055,0.02143951,0.11179173,0.15467075,0.026033691,0.044410413,0.147013783,0.114854518
text94,0.053571429,0.328571429,0.151785714,0.039285714,0.189285714,0.033928571,0.035714286,0.042857143,0.089285714,0.035714286
text1395,0.053521127,0.243661972,0.149295775,0.038028169,0.015492958,0.05915493,0.045070423,0.204225352,0.132394366,0.05915493
text704,0.053511706,0.043478261,0.026755853,0.043478261,0.030100334,0.066889632,0.20735786,0.464882943,0.036789298,0.026755853
text1047,0.053412463,0.100890208,0.050445104,0.056379822,0.041543027,0.041543027,0.290801187,0.103857567,0.216617211,0.044510386
text674,0.053333333,0.113333333,0.07,0.533333333,0.043333333,0.02,0.026666667,0.033333333,0.04,0.066666667
text825,0.053299492,0.649746193,0.017766497,0.073604061,0.035532995,0.038071066,0.030456853,0.038071066,0.030456853,0.032994924
text1373,0.053264605,0.41580756,0.020618557,0.027491409,0.027491409,0.017182131,0.319587629,0.025773196,0.077319588,0.015463918
text917,0.053240741,0.194444444,0.025462963,0.025462963,0.270833333,0.046296296,0.224537037,0.027777778,0.085648148,0.046296296
text805,0.053169734,0.061349693,0.018404908,0.081799591,0.071574642,0.024539877,0.568507157,0.055214724,0.022494888,0.042944785
text927,0.053125,0.228125,0.021875,0.053125,0.075,0.040625,0.378125,0.084375,0.03125,0.034375
text1043,0.052830189,0.037735849,0.056603774,0.030188679,0.298113208,0.169811321,0.026415094,0.128301887,0.162264151,0.037735849
text724,0.052830189,0.026415094,0.022641509,0.022641509,0.045283019,0.060377358,0.139622642,0.516981132,0.064150943,0.049056604
text476,0.052757794,0.223021583,0.023980815,0.532374101,0.038369305,0.03117506,0.043165468,0.016786571,0.021582734,0.016786571
text79,0.052727273,0.056363636,0.067272727,0.074545455,0.083636364,0.072727273,0.081818182,0.072727273,0.414545455,0.023636364
text205,0.052631579,0.058171745,0.105263158,0.063711911,0.11634349,0.04432133,0.04432133,0.077562327,0.307479224,0.130193906
text1132,0.052631579,0.015789474,0.015789474,0.128947368,0.042105263,0.026315789,0.023684211,0.018421053,0.039473684,0.636842105
text364,0.052521008,0.081932773,0.025210084,0.621848739,0.014705882,0.023109244,0.031512605,0.031512605,0.037815126,0.079831933
text89,0.052410901,0.009224319,0.049895178,0.008385744,0.35639413,0.169811321,0.153459119,0.075471698,0.096855346,0.028092243
text760,0.052341598,0.063360882,0.022038567,0.046831956,0.027548209,0.024793388,0.611570248,0.077134986,0.046831956,0.027548209
text1207,0.052341598,0.024793388,0.024793388,0.038567493,0.033057851,0.038567493,0.64738292,0.019283747,0.068870523,0.052341598
text1119,0.052256532,0.375296912,0.035629454,0.054631829,0.023752969,0.033254157,0.156769596,0.111638955,0.047505938,0.109263658
text402,0.052104208,0.076152305,0.248496994,0.06012024,0.054108216,0.148296593,0.02004008,0.066132265,0.256513026,0.018036072
text1277,0.052023121,0.044315992,0.026974952,0.013487476,0.048169557,0.048169557,0.023121387,0.641618497,0.053949904,0.048169557
text136,0.051948052,0.082251082,0.047619048,0.047619048,0.047619048,0.069264069,0.038961039,0.506493506,0.034632035,0.073593074
text1417,0.051903114,0.027681661,0.062283737,0.141868512,0.114186851,0.079584775,0.044982699,0.121107266,0.141868512,0.214532872
text693,0.051851852,0.022222222,0.022222222,0.018518519,0.085185185,0.092592593,0.151851852,0.507407407,0.022222222,0.025925926
text1112,0.051785714,0.225,0.032142857,0.028571429,0.041071429,0.055357143,0.433928571,0.019642857,0.094642857,0.017857143
text1037,0.051779935,0.022653722,0.025889968,0.038834951,0.122977346,0.038834951,0.501618123,0.029126214,0.126213592,0.042071197
text618,0.051756007,0.014787431,0.07948244,0.03142329,0.175600739,0.495378928,0.049907579,0.053604436,0.035120148,0.012939002
text1235,0.051565378,0.023941068,0.020257827,0.016574586,0.016574586,0.066298343,0.583793738,0.101289134,0.099447514,0.020257827
text854,0.051522248,0.571428571,0.032786885,0.042154567,0.049180328,0.035128806,0.131147541,0.039812646,0.030444965,0.016393443
text1241,0.051485149,0.065346535,0.053465347,0.041584158,0.035643564,0.057425743,0.530693069,0.037623762,0.104950495,0.021782178
text682,0.051282051,0.028490028,0.025641026,0.025641026,0.062678063,0.071225071,0.0997151,0.544159544,0.054131054,0.037037037
text1311,0.051118211,0.028753994,0.031948882,0.083067093,0.031948882,0.041533546,0.031948882,0.607028754,0.038338658,0.054313099
text643,0.050955414,0.040339703,0.535031847,0.027600849,0.021231423,0.171974522,0.059447983,0.027600849,0.031847134,0.033970276
text1025,0.050847458,0.046004843,0.033898305,0.026634383,0.05811138,0.024213075,0.484261501,0.06779661,0.133171913,0.075060533
text1102,0.050691244,0.032258065,0.020737327,0.020737327,0.221198157,0.016129032,0.048387097,0.039170507,0.043778802,0.506912442
text264,0.050359712,0.405275779,0.028776978,0.122302158,0.076738609,0.035971223,0.047961631,0.064748201,0.146282974,0.021582734
text634,0.050343249,0.391304348,0.160183066,0.04805492,0.091533181,0.04576659,0.022883295,0.032036613,0.089244851,0.068649886
text521,0.050314465,0.018867925,0.044025157,0.018867925,0.053459119,0.110062893,0.01572327,0.547169811,0.110062893,0.031446541
text101,0.050139276,0.061281337,0.080779944,0.030640669,0.103064067,0.495821727,0.027855153,0.08356546,0.04735376,0.019498607
text1069,0.05,0.15,0.02,0.0975,0.0525,0.0325,0.465,0.0325,0.02,0.08
text340,0.05,0.094444444,0.041666667,0.630555556,0.025,0.027777778,0.041666667,0.016666667,0.052777778,0.019444444
text1378,0.049751244,0.492537313,0.037313433,0.134328358,0.077114428,0.024875622,0.027363184,0.094527363,0.032338308,0.029850746
text257,0.04974271,0.024013722,0.046312178,0.075471698,0.17838765,0.027444254,0.037735849,0.061749571,0.04974271,0.449399657
text758,0.049635036,0.160583942,0.024817518,0.350364964,0.160583942,0.042335766,0.024817518,0.072992701,0.040875912,0.072992701
text952,0.04950495,0.069306931,0.099009901,0.04950495,0.069306931,0.04950495,0.138613861,0.128712871,0.207920792,0.138613861
text716,0.049295775,0.038732394,0.021126761,0.024647887,0.042253521,0.035211268,0.193661972,0.507042254,0.031690141,0.056338028
text28,0.049275362,0.034782609,0.026086957,0.043478261,0.043478261,0.043478261,0.026086957,0.649275362,0.043478261,0.04057971
text1158,0.049122807,0.022807018,0.054385965,0.012280702,0.245614035,0.178947368,0.115789474,0.129824561,0.168421053,0.022807018
text980,0.049019608,0.272875817,0.078431373,0.066993464,0.35130719,0.039215686,0.027777778,0.022875817,0.065359477,0.026143791
text822,0.048812665,0.071240106,0.068601583,0.052770449,0.026385224,0.072559367,0.101583113,0.07651715,0.455145119,0.026385224
text1335,0.048780488,0.441056911,0.016260163,0.014227642,0.056910569,0.024390244,0.272357724,0.077235772,0.018292683,0.030487805
text1419,0.048780488,0.036585366,0.054878049,0.036585366,0.06097561,0.045731707,0.033536585,0.606707317,0.051829268,0.024390244
text134,0.048484848,0.151515152,0.096969697,0.060606061,0.103030303,0.036363636,0.054545455,0.218181818,0.145454545,0.084848485
text17,0.048387097,0.048387097,0.048387097,0.048387097,0.075268817,0.139784946,0.075268817,0.360215054,0.102150538,0.053763441
text1249,0.048366013,0.040522876,0.018300654,0.082352941,0.132026144,0.024836601,0.026143791,0.202614379,0.026143791,0.39869281
text1328,0.048192771,0.030120482,0.090361446,0.060240964,0.204819277,0.048192771,0.036144578,0.078313253,0.295180723,0.108433735
text207,0.048165138,0.027522936,0.052752294,0.016055046,0.071100917,0.107798165,0.032110092,0.135321101,0.490825688,0.018348624
text671,0.048148148,0.122222222,0.044444444,0.57037037,0.033333333,0.037037037,0.02962963,0.033333333,0.048148148,0.033333333
text564,0.04789272,0.279693487,0.028735632,0.091954023,0.049808429,0.036398467,0.335249042,0.059386973,0.040229885,0.030651341
text614,0.04784689,0.014354067,0.040669856,0.145933014,0.126794258,0.043062201,0.011961722,0.277511962,0.06937799,0.222488038
text1413,0.047817048,0.029106029,0.047817048,0.112266112,0.457380457,0.043659044,0.035343035,0.033264033,0.029106029,0.164241164
text247,0.04770017,0.420783646,0.091993186,0.045996593,0.129471891,0.028960818,0.109028961,0.022146508,0.080068143,0.023850085
text1305,0.047619048,0.037037037,0.037037037,0.126984127,0.074074074,0.052910053,0.026455026,0.079365079,0.317460317,0.201058201
text480,0.047381546,0.244389027,0.02244389,0.516209476,0.029925187,0.027431421,0.044887781,0.024937656,0.02244389,0.019950125
text277,0.047348485,0.111742424,0.011363636,0.611742424,0.034090909,0.018939394,0.034090909,0.020833333,0.035984848,0.073863636
text862,0.047318612,0.088328076,0.044164038,0.044164038,0.063091483,0.072555205,0.287066246,0.223974763,0.075709779,0.05362776
text477,0.047297297,0.050675676,0.027027027,0.662162162,0.030405405,0.023648649,0.060810811,0.033783784,0.040540541,0.023648649
text791,0.047263682,0.211442786,0.02238806,0.032338308,0.024875622,0.029850746,0.470149254,0.094527363,0.032338308,0.034825871
text1004,0.047263682,0.049751244,0.05721393,0.029850746,0.104477612,0.146766169,0.308457711,0.062189055,0.171641791,0.02238806
text557,0.047244094,0.220472441,0.047244094,0.417322835,0.023622047,0.043307087,0.066929134,0.066929134,0.023622047,0.043307087
text1000,0.046875,0.208333333,0.041666667,0.057291667,0.041666667,0.067708333,0.369791667,0.057291667,0.067708333,0.041666667
text334,0.046822742,0.260869565,0.030100334,0.464882943,0.030100334,0.02006689,0.036789298,0.033444816,0.02006689,0.056856187
text425,0.046703297,0.467032967,0.068681319,0.041208791,0.131868132,0.027472527,0.049450549,0.046703297,0.054945055,0.065934066
text35,0.046511628,0.124031008,0.046511628,0.033591731,0.142118863,0.041343669,0.108527132,0.315245478,0.095607235,0.046511628
text866,0.046511628,0.023255814,0.019933555,0.511627907,0.019933555,0.03654485,0.029900332,0.023255814,0.029900332,0.259136213
text188,0.046448087,0.019125683,0.032786885,0.027322404,0.144808743,0.073770492,0.095628415,0.472677596,0.06010929,0.027322404
text269,0.046439628,0.024767802,0.024767802,0.417956656,0.108359133,0.049535604,0.034055728,0.021671827,0.024767802,0.247678019
text798,0.046277666,0.030181087,0.014084507,0.026156942,0.050301811,0.040241449,0.585513078,0.114688129,0.068410463,0.024144869
text851,0.04620462,0.01650165,0.02310231,0.178217822,0.254125413,0.04290429,0.03630363,0.075907591,0.079207921,0.247524752
text556,0.046116505,0.283980583,0.019417476,0.148058252,0.019417476,0.016990291,0.262135922,0.094660194,0.063106796,0.046116505
text445,0.04610951,0.031700288,0.025936599,0.69740634,0.023054755,0.017291066,0.057636888,0.025936599,0.04610951,0.028818444
text61,0.046004843,0.290556901,0.07748184,0.055690073,0.099273608,0.070217918,0.036319613,0.12590799,0.176755448,0.021791768
text58,0.045977011,0.376436782,0.100574713,0.031609195,0.083333333,0.077586207,0.043103448,0.08908046,0.106321839,0.045977011
text1137,0.045833333,0.554166667,0.0375,0.038888889,0.018055556,0.026388889,0.204166667,0.022222222,0.045833333,0.006944444
text125,0.045643154,0.112033195,0.033195021,0.033195021,0.033195021,0.037344398,0.058091286,0.477178423,0.128630705,0.041493776
text787,0.045454545,0.048128342,0.048128342,0.032085561,0.034759358,0.032085561,0.660427807,0.034759358,0.042780749,0.021390374
text839,0.045454545,0.039772727,0.019886364,0.715909091,0.03125,0.034090909,0.017045455,0.034090909,0.022727273,0.039772727
text1315,0.045351474,0.306122449,0.022675737,0.185941043,0.022675737,0.040816327,0.301587302,0.015873016,0.020408163,0.038548753
text565,0.045248869,0.167420814,0.054298643,0.067873303,0.221719457,0.104072398,0.076923077,0.054298643,0.171945701,0.036199095
text139,0.045248869,0.029411765,0.165158371,0.036199095,0.185520362,0.162895928,0.018099548,0.257918552,0.063348416,0.036199095
text63,0.04516129,0.161290323,0.122580645,0.041935484,0.190322581,0.038709677,0.016129032,0.032258065,0.25483871,0.096774194
text77,0.045070423,0.098591549,0.047887324,0.036619718,0.01971831,0.067605634,0.515492958,0.073239437,0.073239437,0.022535211
text1076,0.045064378,0.025751073,0.045064378,0.040772532,0.120171674,0.038626609,0.032188841,0.553648069,0.064377682,0.034334764
text997,0.045045045,0.192792793,0.045045045,0.057657658,0.081081081,0.041441441,0.230630631,0.104504505,0.025225225,0.176576577
text841,0.04494382,0.073033708,0.028089888,0.053370787,0.042134831,0.053370787,0.536516854,0.081460674,0.039325843,0.047752809
text1247,0.044871795,0.083333333,0.381410256,0.028846154,0.048076923,0.08974359,0.067307692,0.080128205,0.032051282,0.144230769
text1154,0.044715447,0.056910569,0.077235772,0.056910569,0.040650407,0.069105691,0.032520325,0.06097561,0.471544715,0.089430894
text761,0.044665012,0.183622829,0.027295285,0.039702233,0.042183623,0.029776675,0.406947891,0.138957816,0.042183623,0.044665012
text502,0.044665012,0.062034739,0.129032258,0.133995037,0.022332506,0.044665012,0.05707196,0.099255583,0.347394541,0.05955335
text585,0.044609665,0.033457249,0.029739777,0.018587361,0.156133829,0.118959108,0.029739777,0.081784387,0.457249071,0.029739777
text1056,0.044609665,0.024163569,0.022304833,0.033457249,0.055762082,0.022304833,0.55204461,0.100371747,0.115241636,0.029739777
text307,0.044600939,0.084507042,0.079812207,0.05399061,0.049295775,0.023474178,0.117370892,0.159624413,0.35915493,0.028169014
text1166,0.044585987,0.232484076,0.076433121,0.022292994,0.038216561,0.031847134,0.433121019,0.038216561,0.060509554,0.022292994
text460,0.044407895,0.180921053,0.090460526,0.065789474,0.25,0.118421053,0.014802632,0.060855263,0.128289474,0.046052632
text670,0.044345898,0.11308204,0.161862528,0.057649667,0.033259424,0.024390244,0.101995565,0.095343681,0.33037694,0.037694013
text15,0.044270833,0.018229167,0.0546875,0.0234375,0.0625,0.674479167,0.018229167,0.036458333,0.044270833,0.0234375
text568,0.044247788,0.163716814,0.061946903,0.03539823,0.203539823,0.14159292,0.075221239,0.048672566,0.172566372,0.053097345
text944,0.044117647,0.058823529,0.135294118,0.061764706,0.079411765,0.088235294,0.044117647,0.055882353,0.323529412,0.108823529
