filename,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
text1003,0.091617934,0.598440546,0.031189084,0.033138402,0.027290448,0.046783626,0.035087719,0.072124756,0.04288499,0.021442495
text1243,0.091503268,0.081699346,0.029411765,0.052287582,0.035947712,0.052287582,0.503267974,0.081699346,0.035947712,0.035947712
text1428,0.091286307,0.576763485,0.012448133,0.056016598,0.033195021,0.033195021,0.031120332,0.05186722,0.078838174,0.03526971
text1057,0.091282051,0.068717949,0.008205128,0.034871795,0.105641026,0.018461538,0.541538462,0.057435897,0.025641026,0.048205128
text331,0.090909091,0.116363636,0.050909091,0.436363636,0.04,0.047272727,0.061818182,0.072727273,0.058181818,0.025454545
text11,0.090909091,0.055335968,0.071146245,0.071146245,0.387351779,0.043478261,0.019762846,0.031620553,0.177865613,0.051383399
text800,0.090909091,0.021212121,0.024242424,0.045454545,0.066666667,0.045454545,0.509090909,0.084848485,0.060606061,0.051515152
text1124,0.090697674,0.244186047,0.060465116,0.012790698,0.15,0.041860465,0.291860465,0.027906977,0.055813953,0.024418605
text433,0.090566038,0.056603774,0.011320755,0.09245283,0.086792453,0.033962264,0.464150943,0.073584906,0.026415094,0.064150943
text1260,0.090452261,0.633165829,0.010050251,0.020100503,0.033500838,0.055276382,0.025125628,0.040201005,0.078726968,0.013400335
text499,0.090322581,0.016129032,0.019354839,0.522580645,0.035483871,0.022580645,0.032258065,0.041935484,0.035483871,0.183870968
text226,0.089655172,0.024137931,0.013793103,0.456896552,0.015517241,0.012068966,0.020689655,0.018965517,0.00862069,0.339655172
text971,0.089635854,0.036414566,0.025210084,0.266106443,0.016806723,0.028011204,0.053221289,0.022408964,0.030812325,0.431372549
text816,0.089552239,0.055970149,0.029850746,0.358208955,0.097014925,0.029850746,0.093283582,0.029850746,0.044776119,0.171641791
text405,0.089285714,0.153571429,0.053571429,0.021428571,0.039285714,0.057142857,0.078571429,0.157142857,0.317857143,0.032142857
text709,0.088888889,0.017283951,0.014814815,0.582716049,0.014814815,0.019753086,0.032098765,0.034567901,0.017283951,0.177777778
text341,0.088516746,0.035885167,0.0215311,0.681818182,0.033492823,0.033492823,0.016746411,0.019138756,0.035885167,0.033492823
text176,0.088235294,0.029411765,0.047058824,0.052941176,0.070588235,0.1,0.041176471,0.117647059,0.394117647,0.058823529
text1347,0.088,0.028,0.064,0.04,0.352,0.044,0.024,0.2,0.024,0.136
text245,0.087866109,0.046025105,0.062761506,0.041841004,0.184100418,0.054393305,0.037656904,0.322175732,0.125523013,0.037656904
text916,0.087400681,0.098751419,0.073779796,0.017026107,0.128263337,0.421112372,0.036322361,0.040862656,0.071509648,0.024971623
text439,0.087272727,0.198181818,0.014545455,0.507272727,0.023636364,0.018181818,0.021818182,0.032727273,0.065454545,0.030909091
text1195,0.087209302,0.034883721,0.040697674,0.052325581,0.046511628,0.156976744,0.063953488,0.406976744,0.063953488,0.046511628
text1169,0.08719346,0.027247956,0.019073569,0.046321526,0.046321526,0.016348774,0.029972752,0.040871935,0.032697548,0.653950954
text96,0.087179487,0.422222222,0.035897436,0.068376068,0.075213675,0.07008547,0.020512821,0.041025641,0.160683761,0.018803419
text891,0.087136929,0.165975104,0.022821577,0.041493776,0.064315353,0.020746888,0.022821577,0.39626556,0.062240664,0.116182573
text326,0.086956522,0.214492754,0.020289855,0.347826087,0.043478261,0.043478261,0.127536232,0.037681159,0.023188406,0.055072464
text1201,0.086330935,0.586330935,0.028776978,0.037769784,0.041366906,0.01618705,0.023381295,0.118705036,0.04676259,0.014388489
text2,0.085635359,0.392265193,0.019337017,0.069060773,0.027624309,0.019337017,0.215469613,0.05801105,0.05801105,0.055248619
text635,0.085393258,0.404494382,0.128089888,0.035955056,0.085393258,0.058426966,0.017977528,0.029213483,0.103370787,0.051685393
text1317,0.085106383,0.042553191,0.036474164,0.015197568,0.039513678,0.063829787,0.054711246,0.145896657,0.024316109,0.492401216
text185,0.085,0.05,0.095,0.065,0.065,0.06,0.065,0.38,0.065,0.07
text852,0.084880637,0.047745358,0.037135279,0.623342175,0.029177719,0.023872679,0.021220159,0.029177719,0.021220159,0.082228117
text1370,0.084648494,0.493543759,0.015781923,0.022955524,0.022955524,0.017216643,0.216642755,0.038737446,0.06025825,0.027259684
text1005,0.084507042,0.079812207,0.0657277,0.014084507,0.037558685,0.025821596,0.474178404,0.063380282,0.133802817,0.021126761
text484,0.084444444,0.088888889,0.04,0.142222222,0.035555556,0.022222222,0.484444444,0.026666667,0.053333333,0.022222222
text153,0.084407972,0.173505275,0.05978898,0.078546307,0.308323564,0.049237984,0.093786635,0.011723329,0.053927315,0.086752638
text239,0.084337349,0.039156627,0.042168675,0.018072289,0.09939759,0.039156627,0.072289157,0.454819277,0.114457831,0.036144578
text237,0.083932854,0.043165468,0.033573141,0.32853717,0.100719424,0.035971223,0.019184652,0.059952038,0.028776978,0.26618705
text728,0.083665339,0.247011952,0.037848606,0.029880478,0.025896414,0.091633466,0.049800797,0.336653386,0.043824701,0.053784861
text1179,0.083333333,0.014367816,0.028735632,0.048850575,0.25,0.028735632,0.212643678,0.120689655,0.07183908,0.140804598
text1153,0.083140878,0.064665127,0.050808314,0.034642032,0.092378753,0.173210162,0.173210162,0.115473441,0.184757506,0.027713626
text1261,0.082862524,0.653483992,0.028248588,0.050847458,0.037664783,0.047080979,0.020715631,0.030131827,0.032015066,0.016949153
text1008,0.082568807,0.036697248,0.055045872,0.039755352,0.177370031,0.036697248,0.024464832,0.180428135,0.042813456,0.324159021
text991,0.082222222,0.142222222,0.024444444,0.046666667,0.084444444,0.04,0.324444444,0.102222222,0.095555556,0.057777778
text93,0.082051282,0.069230769,0.020512821,0.066666667,0.135897436,0.028205128,0.056410256,0.441025641,0.064102564,0.035897436
text696,0.081858407,0.03539823,0.039823009,0.015486726,0.090707965,0.097345133,0.07079646,0.5,0.046460177,0.022123894
text630,0.081775701,0.058411215,0.025700935,0.630841121,0.037383178,0.046728972,0.028037383,0.021028037,0.023364486,0.046728972
text1192,0.081560284,0.372340426,0.010638298,0.039007092,0.037234043,0.026595745,0.228723404,0.129432624,0.014184397,0.060283688
text745,0.081395349,0.098837209,0.046511628,0.052325581,0.058139535,0.029069767,0.040697674,0.063953488,0.046511628,0.48255814
text584,0.081180812,0.138376384,0.055350554,0.022140221,0.315498155,0.049815498,0.033210332,0.025830258,0.260147601,0.018450185
text838,0.080256822,0.027287319,0.033707865,0.019261637,0.085072231,0.024077047,0.587479936,0.083467095,0.012841091,0.046548957
text722,0.079861111,0.034722222,0.048611111,0.121527778,0.034722222,0.024305556,0.024305556,0.038194444,0.048611111,0.545138889
text727,0.079861111,0.03125,0.038194444,0.114583333,0.024305556,0.03125,0.059027778,0.03125,0.069444444,0.520833333
text457,0.079842932,0.327225131,0.022251309,0.429319372,0.030104712,0.014397906,0.040575916,0.009162304,0.022251309,0.02486911
text1292,0.079646018,0.118584071,0.136283186,0.02300885,0.373451327,0.02300885,0.054867257,0.049557522,0.095575221,0.046017699
text820,0.07960199,0.099502488,0.037313433,0.027363184,0.069651741,0.05721393,0.017412935,0.064676617,0.52238806,0.024875622
text390,0.079192547,0.051242236,0.01242236,0.029503106,0.037267081,0.02484472,0.142857143,0.437888199,0.133540373,0.051242236
text20,0.079069767,0.065116279,0.125581395,0.03255814,0.055813953,0.111627907,0.037209302,0.325581395,0.088372093,0.079069767
text561,0.078846154,0.15,0.042307692,0.480769231,0.026923077,0.026923077,0.1,0.021153846,0.015384615,0.057692308
text1031,0.078703704,0.150462963,0.032407407,0.150462963,0.030092593,0.041666667,0.087962963,0.3125,0.085648148,0.030092593
text415,0.07788162,0.439252336,0.062305296,0.034267913,0.118380062,0.056074766,0.074766355,0.07788162,0.037383178,0.021806854
text1160,0.077803204,0.025171625,0.034324943,0.025171625,0.059496568,0.070938215,0.453089245,0.100686499,0.132723112,0.020594966
text1129,0.077433628,0.508849558,0.053097345,0.026548673,0.026548673,0.03539823,0.042035398,0.033185841,0.084070796,0.112831858
text540,0.077399381,0.164086687,0.120743034,0.030959752,0.13622291,0.055727554,0.034055728,0.126934985,0.222910217,0.030959752
text1342,0.077272727,0.559090909,0.025,0.036363636,0.043181818,0.070454545,0.056818182,0.054545455,0.065909091,0.011363636
text1229,0.076923077,0.177884615,0.060096154,0.088942308,0.079326923,0.028846154,0.206730769,0.016826923,0.021634615,0.242788462
text522,0.076628352,0.279693487,0.026819923,0.095785441,0.045977011,0.022988506,0.172413793,0.088122605,0.045977011,0.14559387
text451,0.076576577,0.054054054,0.04954955,0.036036036,0.054054054,0.067567568,0.414414414,0.072072072,0.09009009,0.085585586
text946,0.076470588,0.070588235,0.023529412,0.470588235,0.026470588,0.038235294,0.073529412,0.029411765,0.023529412,0.167647059
text1358,0.076461769,0.500749625,0.043478261,0.047976012,0.094452774,0.028485757,0.046476762,0.026986507,0.107946027,0.026986507
text908,0.07635468,0.024630542,0.022167488,0.073891626,0.017241379,0.012315271,0.039408867,0.034482759,0.034482759,0.665024631
text809,0.076294278,0.035422343,0.019073569,0.242506812,0.032697548,0.040871935,0.054495913,0.049046322,0.046321526,0.403269755
text613,0.076142132,0.230964467,0.012690355,0.45177665,0.043147208,0.040609137,0.053299492,0.027918782,0.045685279,0.017766497
text596,0.076086957,0.048913043,0.065217391,0.135869565,0.097826087,0.032608696,0.092391304,0.076086957,0.320652174,0.054347826
text803,0.075921909,0.04989154,0.010845987,0.060737527,0.030368764,0.05856833,0.652928416,0.019522777,0.019522777,0.021691974
text687,0.075757576,0.306060606,0.021212121,0.087878788,0.039393939,0.03030303,0.324242424,0.033333333,0.024242424,0.057575758
text1018,0.075342466,0.037671233,0.037671233,0.023972603,0.082191781,0.054794521,0.215753425,0.404109589,0.030821918,0.037671233
text201,0.075067024,0.08847185,0.026809651,0.616621984,0.029490617,0.024128686,0.016085791,0.021447721,0.018766756,0.08310992
text1215,0.074941452,0.032786885,0.016393443,0.018735363,0.028103044,0.023419204,0.679156909,0.028103044,0.053864169,0.044496487
text275,0.074712644,0.045977011,0.034482759,0.022988506,0.025862069,0.051724138,0.614942529,0.048850575,0.034482759,0.045977011
text40,0.074534161,0.043478261,0.040372671,0.034161491,0.040372671,0.049689441,0.369565217,0.248447205,0.065217391,0.034161491
text1429,0.074468085,0.276595745,0.045212766,0.039893617,0.175531915,0.037234043,0.039893617,0.164893617,0.015957447,0.130319149
text919,0.074418605,0.041860465,0.041860465,0.037209302,0.03255814,0.041860465,0.31627907,0.241860465,0.134883721,0.037209302
text80,0.074404762,0.18452381,0.053571429,0.035714286,0.041666667,0.041666667,0.104166667,0.083333333,0.342261905,0.038690476
text1383,0.074309979,0.080679406,0.050955414,0.259023355,0.3014862,0.044585987,0.038216561,0.027600849,0.031847134,0.091295117
text8,0.07398568,0.019093079,0.071599045,0.028639618,0.081145585,0.116945107,0.031026253,0.100238663,0.451073986,0.026252983
text318,0.073809524,0.033333333,0.226190476,0.026190476,0.392857143,0.085714286,0.030952381,0.028571429,0.05952381,0.042857143
text1041,0.073684211,0.094736842,0.031578947,0.042105263,0.045614035,0.031578947,0.073684211,0.473684211,0.098245614,0.035087719
text530,0.073660714,0.116071429,0.026785714,0.560267857,0.0625,0.020089286,0.051339286,0.020089286,0.037946429,0.03125
text382,0.073593074,0.034632035,0.038961039,0.060606061,0.038961039,0.038961039,0.073593074,0.519480519,0.047619048,0.073593074
text1,0.072916667,0.052083333,0.052083333,0.0625,0.083333333,0.114583333,0.072916667,0.197916667,0.177083333,0.114583333
text1144,0.07278481,0.259493671,0.085443038,0.047468354,0.088607595,0.047468354,0.041139241,0.142405063,0.053797468,0.161392405
text837,0.072727273,0.615584416,0.025974026,0.088311688,0.015584416,0.031168831,0.049350649,0.049350649,0.018181818,0.033766234
text424,0.07266436,0.051903114,0.020761246,0.024221453,0.311418685,0.044982699,0.190311419,0.058823529,0.062283737,0.162629758
text574,0.07253886,0.134715026,0.170984456,0.07253886,0.300518135,0.031088083,0.03626943,0.051813472,0.067357513,0.062176166
text1143,0.072289157,0.129518072,0.015060241,0.021084337,0.018072289,0.067771084,0.381024096,0.170180723,0.046686747,0.078313253
text329,0.072210066,0.098468271,0.013129103,0.63238512,0.021881838,0.026258206,0.043763676,0.019693654,0.054704595,0.01750547
text1355,0.072106262,0.062618596,0.085388994,0.083491461,0.417457306,0.058823529,0.056925996,0.049335863,0.030360531,0.083491461
text314,0.072072072,0.3003003,0.015015015,0.12012012,0.249249249,0.039039039,0.03003003,0.096096096,0.036036036,0.042042042
text32,0.071748879,0.044843049,0.049327354,0.044843049,0.053811659,0.058295964,0.076233184,0.170403587,0.35426009,0.076233184
text57,0.071661238,0.13029316,0.048859935,0.039087948,0.068403909,0.068403909,0.384364821,0.087947883,0.071661238,0.029315961
text1337,0.071611253,0.092071611,0.035805627,0.20971867,0.086956522,0.084398977,0.237851662,0.015345269,0.117647059,0.04859335
text1011,0.071129707,0.066945607,0.092050209,0.19665272,0.033472803,0.029288703,0.40167364,0.041841004,0.025104603,0.041841004
text538,0.071111111,0.062222222,0.035555556,0.502222222,0.022222222,0.026666667,0.035555556,0.035555556,0.031111111,0.177777778
text884,0.070528967,0.410579345,0.01511335,0.032745592,0.057934509,0.032745592,0.141057935,0.105793451,0.032745592,0.100755668
text309,0.0703125,0.1171875,0.06640625,0.0703125,0.09375,0.1640625,0.0625,0.15625,0.10546875,0.09375
text1010,0.0703125,0.0703125,0.02734375,0.03515625,0.0703125,0.0234375,0.34375,0.03125,0.20703125,0.12109375
text280,0.07027027,0.102702703,0.032432432,0.035135135,0.02972973,0.089189189,0.037837838,0.527027027,0.045945946,0.02972973
text447,0.07027027,0.013513514,0.016216216,0.505405405,0.035135135,0.043243243,0.02972973,0.02972973,0.016216216,0.240540541
text319,0.070257611,0.487119438,0.077283372,0.028103044,0.039812646,0.06323185,0.06323185,0.105386417,0.044496487,0.021077283
text968,0.070135747,0.140271493,0.040723982,0.07239819,0.022624434,0.013574661,0.425339367,0.047511312,0.015837104,0.15158371
text812,0.070038911,0.035019455,0.019455253,0.408560311,0.019455253,0.038910506,0.097276265,0.023346304,0.058365759,0.229571984
text387,0.069958848,0.125514403,0.028806584,0.059670782,0.043209877,0.024691358,0.051440329,0.037037037,0.034979424,0.524691358
text807,0.069651741,0.199004975,0.034825871,0.124378109,0.054726368,0.044776119,0.114427861,0.029850746,0.134328358,0.194029851
text1097,0.069620253,0.155063291,0.25,0.028481013,0.362341772,0.033227848,0.009493671,0.015822785,0.050632911,0.025316456
text462,0.069620253,0.041139241,0.022151899,0.300632911,0.037974684,0.034810127,0.063291139,0.053797468,0.044303797,0.332278481
text1392,0.069327731,0.088235294,0.014705882,0.056722689,0.084033613,0.018907563,0.018907563,0.029411765,0.027310924,0.592436975
text1242,0.069033531,0.469428008,0.057199211,0.013806706,0.023668639,0.029585799,0.017751479,0.230769231,0.049309665,0.039447732
text1325,0.068965517,0.056034483,0.025862069,0.318965517,0.043103448,0.034482759,0.081896552,0.030172414,0.056034483,0.284482759
text770,0.068965517,0.040752351,0.028213166,0.21630094,0.053291536,0.031347962,0.454545455,0.037617555,0.037617555,0.031347962
text525,0.06884058,0.02173913,0.670289855,0.025362319,0.032608696,0.039855072,0.028985507,0.025362319,0.065217391,0.02173913
text274,0.068783069,0.195767196,0.037037037,0.402116402,0.042328042,0.052910053,0.068783069,0.037037037,0.037037037,0.058201058
text236,0.068627451,0.058823529,0.166666667,0.068627451,0.196078431,0.098039216,0.058823529,0.147058824,0.078431373,0.058823529
text629,0.068493151,0.333333333,0.04109589,0.068493151,0.269406393,0.03196347,0.059360731,0.03652968,0.03652968,0.054794521
text1013,0.067961165,0.140776699,0.053398058,0.223300971,0.17961165,0.024271845,0.106796117,0.033980583,0.033980583,0.13592233
text1371,0.067901235,0.067901235,0.018518519,0.62037037,0.021604938,0.018518519,0.052469136,0.024691358,0.037037037,0.070987654
text523,0.067885117,0.355091384,0.018276762,0.070496084,0.028720627,0.023498695,0.300261097,0.028720627,0.041775457,0.065274151
text910,0.067851373,0.140549273,0.017770598,0.106623586,0.066235864,0.025848142,0.319870759,0.037156704,0.01453958,0.20355412
text912,0.06779661,0.039548023,0.06779661,0.06779661,0.079096045,0.079096045,0.214689266,0.079096045,0.248587571,0.056497175
text711,0.067605634,0.126760563,0.01971831,0.425352113,0.047887324,0.022535211,0.050704225,0.030985915,0.050704225,0.157746479
text238,0.067524116,0.019292605,0.019292605,0.215434084,0.237942122,0.054662379,0.022508039,0.041800643,0.096463023,0.225080386
text1017,0.067484663,0.144171779,0.095092025,0.042944785,0.202453988,0.061349693,0.088957055,0.110429448,0.171779141,0.015337423
text69,0.06698895,0.013121547,0.029696133,0.017265193,0.261740331,0.134668508,0.078729282,0.136740331,0.233425414,0.027624309
text1051,0.066974596,0.034642032,0.032332564,0.016166282,0.362586605,0.050808314,0.050808314,0.191685912,0.048498845,0.145496536
text1196,0.066666667,0.027777778,0.180555556,0.116666667,0.319444444,0.033333333,0.030555556,0.061111111,0.044444444,0.119444444
text273,0.066282421,0.631123919,0.028818444,0.043227666,0.051873199,0.028818444,0.07204611,0.034582133,0.028818444,0.014409222
